lyrics|title
   I can taste salt water And if I blink again You'll be sinking in So we'll learn to swim in the oceans you made I'll hold ya and you'll think of him And pretty soon you'll be floating away  And I'll hold on to the words you spoke of Anchored down in the throat, love And I'm captain of this sinking boat now With just one armband to carry me home  When salted tears won't dry I'll wipe my shirtsleeves Under your eyes These hearts will be flooded tonight I'll wipe my shirtsleeves Under your eyes Your eyes [5x]  I still taste salt water On my lips from your kiss, bitterness And I'll drown within the oceans you made And I hate to love you, these cuffs are covered in your make up I'll never trust you again You can just be a friend  And I'll hold on to the words you spoke of Anchored down in the throat, love And I'm captain of this sinking boat now With just one armband to carry me home  When salted tears won't dry I'll wipe my shirtsleeves Under your eyes These hearts will be flooded tonight I'll wipe my shirtsleeves Under your eyes  Your eyes, your lips, your mouth Your thighs, your back, you drive me wild Tonight, the fact is I... I'm on the way home I'm on the way home I lied, I tried to cry but I'm I'm drowning in the oceans you made  When salted tears won't dry I'll wipe my shirtsleeves Under your eyes These hearts will be flooded tonight I'll wipe my shirtsleeves Under your eyes Your eyes, your eyes, your eyes, your eyes, your eyes |shirtsleeves
   It's alright to cry Even my dad does sometimes So don't wipe your eyes Tears remind you you're alive  It's alright to die 'Cause death's the only thing you haven't tried But just for tonight Hold on  So live life like you're giving up 'Cause you act like you are Go ahead and just live it up Go on and tear me apart  It's alright to shake Even my hand does sometimes So inside we rage Against the dying of the light  It's alright to say That death's the only thing you haven't tried But just for today Hold on  So live life like you're giving up 'Cause you act like you are Go ahead and just live it up Go on and tear me apart Hold on  Live life like you're giving up 'Cause you act like you are Go ahead and just live it up Go on and tear me apart And hold on |even-my-dad-does-sometimes
   Oh, misty eye of the mountain below Keep careful watch of my brothers' souls And should the sky be filled with fire and smoke Keep watching over Durin's sons  If this is to end in fire Then we should all burn together Watch the flames climb high into the night  Calling out father oh Stand by and we will Watch the flames burn auburn on The mountain side  And if we should die tonight Then we should all die together Raise a glass of wine for the last time  Calling out father oh Prepare as we will Watch the flames burn auburn on The mountain side Desolation comes upon the sky  Now I see fire Inside the mountain I see fire Burning the trees And I see fire Hollowing souls I see fire Blood in the breeze And I hope that you remember me  Oh, should my people fall Then surely I'll do the same Confined in mountain halls We got too close to the flame  Calling out father oh Hold fast and we will Watch the flames burn auburn on The mountain side Desolation comes upon the sky  Now I see fire Inside the mountain I see fire Burning the trees I see fire Hollowing souls I see fire Blood in the breeze And I hope that you remember me  And if the night is burning I will cover my eyes For if the dark returns Then my brothers will die And as the sky is falling down It crashed into this lonely town And with that shadow upon the ground I hear my people screaming out  Now I see fire Inside the mountains I see fire Burning the trees I see fire Hollowing souls I see fire Blood in the breeze  I see fire (oh you know I saw a city burning out) (fire) And I see fire (feel the heat upon my skin, yeah) (fire) And I see fire (uh-uh-uh-uh) (fire) And I see fire burn auburn on the mountain side |i-see-fire
   It's just another night And I'm staring at the moon I saw a shooting star And thought of you I sang a lullaby By the waterside and knew If you were here I'd sing to you You're on the other side As the skyline splits in two Miles away from seeing you  But I can see the stars from America I wonder, do you see them too?  So open your eyes and see The way our horizons meet And all of the lights will lead Into the night with me And I know these scars will bleed But both of our hearts believe All of these stars will guide us home  I can hear your heart On the radio beat They're playing 'Chasing Cars' And I thought of us Back to the time You were lying next to me I looked across and fell in love So I took your hand Back through lamp-lit streets and knew Everything led back to you  So can you see the stars over Amsterdam? Hear the song my heart is beating to?  So open your eyes and see The way our horizons meet And all of the lights will lead Into the night with me And I know these scars will bleed But both of our hearts believe All of these stars will guide us home  And, oh, I know And oh, I know, oh And I know oh oh oh  I can see the stars from America |all-of-the-stars
"   Across the sea By the Tennessee skyline They told me I'd find my Hopes and my dreams  But I long to be In the bed of my true love Back where I came from She's waiting for me  So I'll make my way Through long winding country roads But my heart still beats For my home and my English rose  I told my dad On the phone it's amazing From the straight to the craziest places I've seen But I long to be In the arms of my true love Like he loves my mother He understands me  I'll spend my days Just travelling and playing shows But my heart still beats For my home and my English rose  I met a man In a bar down in Memphis He told me he went there to follow his dreams  He told me, ""Son, You know, I lost my true love For the same exact reason That you crossed the sea.""  And I found truth In people I barely know But my heart still beats for my home and my English rose Oh, my heart still beats for my home and my English rose Oh, my heart still beats for my home and my English rose "|english-rose
   Waking up, midnight November And you're still in my bed It's kinda rough, 'cause since I met ya There's things we've never said  So if I go for a little while longer When I'm home we can talk about the pitfalls of the road If you say go, I would stop everything oh My heart would play the role now And act like it's never been broke  Though my soul Oh, oh, oh, lately I really need to know How long, how long can we be touch and go Oh, my soul, oh, oh, oh How long, how long can we be touch and go  It's not enough to say I want ya 'Cause I'll say anything I'm holding out to feel without a doubt I ha... have just been questioning yeah  If I go for a little while longer When I'm home we can talk about the pitfalls of the road If you say go, I would stop everything oh My heart would play the role And act like it's never been broke  Though my soul Oh, oh, oh, lately I really need to know How long, how long can we be touch and go Oh my soul, oh, oh, oh How long, how long can we be  All of my bones, they scream I'm right If you're taking me home to stay the night Darling my soul would heal  If you say go, I would stop everything oh My heart would play the role And act like it's never been broke, though my soul Lately I really need to know How long, how long can we be touch and go Oh my soul, oh, oh, oh How long, how long can we be touch and go How long, how long can we be touch and go How long, how long can we be touch and go |touch-and-go
   Ooh, ooh, whoa, oh, oh, oh now now  Five drinks in on Friday night We only came to dry your eyes And get you out of your room  Now this bar has closed its doors I found my hand is holding yours Do you wanna go home so soon?  Or maybe we should take a ride Through the night And sing along to every song That's on the radio In the back of a taxi cab in Brooklyn no, no, no The sun could rise Burning all the street lamps out at 3 AM So, DJ, play it again  Until the night turns into morning You'll be in my arms And we'll just keep driving Along the boulevard And if I kissed you, darling Please don't be alarmed It's just the start of everything If you want a new love in New York  Yesterday gave me a call Stressing out about it all Said the world is moving too fast  And you don't know where to begin 'Cause you've spent a lifetime fitting in Only to wind up on the other side  By yourself And every day Screaming out To all the people that you used to know From a window that looks upon Manhattan skyline It's just the way that life goes And you hear it in every song you know So, DJ, play it again  Until the night turns into morning You'll be in my arms And we'll just keep driving Along the boulevard And if I kissed you, darling Please don't be alarmed It's just the start of everything If you want a new life in New York  And every song that plays Is just like the day you had And it's okay to cry But I'm saying maybe that's a waste of water You know I'm here for you In the back of the taxi cab tonight in New York  It's just reached the morning And you're still in my arms And we've stopped driving Down the boulevard And I just kissed you, darling I hope you weren't alarmed It's just the start of everything That you want: a new love in New York  A new life in New York |new-york
   When the sins of my father Weigh down in my soul And the pain of my mother Will not let me go Well, I know there can come fire from the sky To refine the purest of kings And even though I know this fire brings me pain Even so And just the same  Make it rain Make it rain down, Lord Make it rain Oh, make it rain Make it rain Make it rain down, Lord Make it rain Make it rain  All seed needs the water Before it grows out of the ground But it just keeps on getting hard And the hunger more profound Well, I know there can come tears from the eyes But they may as well all be in vain Even though I know these tears come with pain Even so And just the same  Make it rain Make it rain down, Lord Make it rain Oh, make it rain Make it rain Make it rain down, Lord Make it rain Make it rain  And the seas are full of water That stops by the shore Just like the riches of grandeur That never reach the poor  And let the clouds fill with thunderous applause And let lightning be the veins And fill the sky With all that they can drop When it's time To make a change  Make it rain Make it rain down, Lord Make it rain Make it rain Make it rain Make it rain down, Lord Make it rain Oh, Make it rain Make it rain? Make it rain? Make it rain? Oh, Make it rain Make it rain Make it rain down, Lord Make it vain Oh, Make it rain Make it rain Make in vain Make in vain Make in vain Make it rain Make in vain Make it vain Oh, Make in rain |make-it-rain
   I was born inside a small town, I lost that state of mind Learned to sing inside the lord's house But stopped at the age of nine I forget when I get awards now, the wave I had to ride The paving stones I played upon, that kept me on the grind So blame it on the pain that blessed me with the life Friends and family filled with envy, when they should be filled with pride And when the world's against me, is when I really come alive And every day that Satan tempts me, I try to take it in my stride  You know that I've got whisky with white lies, and smoke in my lungs I think life has got to the point, I know without it's no fun I need to get in the right mind and clear myself up Instead I look in the mirror, questioning what I've become Guess it's a stereotypical day, for someone like me Without a nine to five job or a uni degree To be caught up in the trappings of the industry Show me the locked doors I'll find another use for the key, and you'll see  I'm well aware of certain things that can destroy a man like me But with that said give me one more I am another one to take the sting away I am happy on my own so here I'll stay Save your loving arms for a rainy day And I'll find comfort in my pain eraser  I used to think that nothing could be better than touring the world with my songs I chased the picture perfect life, I think they painted it wrong I think that money is the route of all evil, and fame is hell Relationships and hearts you fix, they break as well And ain't nobody want to see you down in the dumps Because you're living your dream and this should be fun Please know that I'm not trying to preach like I'm reverend run I beg you don't be disappointed with the man I've become  Conversations with my father on the A14 Age 12, telling me I've gotta chase those dreams Now I'm playing for the people dad and they know me With my beaten small guitar, wearing the same old jeans Wembley stadium crowds, two hundred and forty thou I may have grown up but I hope that Damian's proud And to the next generation, inspiration's allowed The world may be filled with hate, but keep erasing it now, somehow  I'm well aware of certain things that will befall a man like me But with that said give me one more I am another one to take the sting away Oh I am happy on my own so here I'll stay Well save your loving arms for a rainy day And I'll find comfort in my pain eraser And I'll find comfort in my pain eraser And I'll find comfort in my pain eraser  Welcome to the new show I guess you know I've been away Where I'm heading who knows My heart will stay the same  Welcome to the new show I guess you know I've been away Where I'm heading who knows My pain eraser  And I'll find comfort in my pain eraser And I'll find comfort in my pain eraser And I'll find comfort in my pain eraser And I'll find comfort in my pain eraser |eraser
"   When I was six years old I broke my leg I was running from my brother and his friends And tasted the sweet perfume of the mountain grass I rolled down  I was younger then Take me back to when  I found my heart and broke it here Made friends and lost them through the years And I've not seen the roaring fields in so long I know I've grown But I can't wait to go home  I'm on my way Driving at 90 down those country lanes Singing to ""Tiny Dancer"" And I miss the way You make me feel And it's real When we watched the sunset over the castle on the hill  Fifteen years old and smoking hand-rolled cigarettes Running from the law through the backfields and getting drunk with my friends Had my first kiss on a Friday night I don't reckon that I did it right  I was younger then, Take me back to when  We found weekend jobs, when we got paid We'd buy cheap spirits and drink them straight Me and my friends have not thrown up in so long Oh, how we've grown But I can't wait to go home  I'm on my way Driving at 90 down those country lanes Singing to ""Tiny Dancer"" And I miss the way You make me feel And it's real When we watched the sunset over the castle on the hill Over the castle on the hill Over the castle on the hill  One friend left to sell clothes One works down by the coast One had two kids but lives alone One's brother overdosed One's already on his second wife One's just barely getting by But these people raised me And I can't wait to go home  And I'm on my way I still remember these old country lanes When we did not know the answers And I miss the way You make me feel And it's real When we watched the sunset over the castle on the hill Over the castle on the hill Over the castle on the hill "|castle-on-the-hill
   Maybe I came on too strong Maybe I waited too long Maybe I played my cards wrong Oh just a little bit wrong Baby I apologise for it  I could fall or I could fly Here in your aeroplane And I could live, I could die Hanging on the words you say I've been known to give my all And jumping in harder than 10,000 rocks on the lake  So don't call me baby Unless you mean it And don't tell me you need me If you don't believe it So let me know the truth Before I dive right into you  You're a mystery I have travelled the world And there's no other girl like you, no one What's your history? Do you have a tendency to lead some people on? Cause I heard you do  I could fall or I could fly Here in your aeroplane And I could live, I could die Hanging on the words you say And I've been known to give my all And lie awake, every day Don't know how much I can take  So don't call me baby Unless you mean it And don't tell me you need me If you don't believe it So let me know the truth Before I dive right into you  I could fall or I could fly Here in your aeroplane I could live, I could die Hanging on the words you say I've been known to give my all Sitting back, looking at Every mess that I made  So don't call me baby Unless you mean it And don't tell me you need me If you don't believe it let me know the truth Before I dive right into you Before I dive right into you Before I dive right into you |dive
   The club isn't the best place to find a lover So the bar is where I go (mmmm) Me and my friends at the table doing shots Drinking fast and then we talk slow (mmmm) And you come over and start up a conversation with just me And trust me I'll give it a chance now (mmmm) Take my hand, stop, put Van The Man on the jukebox And then we start to dance And now I'm singing like  Girl, you know I want your love Your love was handmade for somebody like me Come on now, follow my lead I may be crazy, don't mind me Say, boy, let's not talk too much Grab on my waist and put that body on me Come on now, follow my lead Come, come on now, follow my lead (mmmm)  I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new I'm in love with your body  Oh I oh I oh I oh I I'm in love with your body Oh I oh I oh I oh I I'm in love with your body Oh I oh I oh I oh I I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  One week in we let the story begin We're going out on our first date (mmmm) You and me are thrifty, so go all you can eat Fill up your bag and I fill up a plate (mmmm) We talk for hours and hours about the sweet and the sour And how your family is doing okay (mmmm) And leave and get in a taxi, then kiss in the backseat Tell the driver make the radio play And I'm singing like  Girl, you know I want your love Your love was handmade for somebody like me Come on now, follow my lead I may be crazy, don't mind me Say, boy, let's not talk too much Grab on my waist and put that body on me Come on now, follow my lead Come, come on now, follow my lead (mmmm)  I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new I'm in love with your body  Oh I oh I oh I oh I I'm in love with your body Oh I oh I oh I oh I I'm in love with your body Oh I oh I oh I oh I I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on  I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new I'm in love with your body  Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Every day discovering something brand new I'm in love with the shape of you |shape-of-you
   I found a love for me Darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waiting for me  'Cause we were just kids when we fell in love Not knowing what it was I will not give you up this time But darling, just kiss me slow Your heart is all I own And in your eyes you're holding mine  Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When you said you looked a mess I whispered underneath my breath But you heard it, Darling, you look perfect tonight  Well, I found a woman, stronger than anyone I know She shares my dreams, I hope that someday I'll share her home I found a love to carry more than just my secrets To carry love, to carry children of our own  We are still kids but we're so in love Fighting against all odds I know we'll be alright this time Darling, just hold my hand Be my girl, I'll be your man I see my future in your eyes  Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When I saw you in that dress Looking so beautiful I don't deserve this Darling, you look perfect tonight  Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song I have faith in what I see Now I know I have met an angel in person And she looks perfect I don't deserve this You look perfect tonight |perfect
"   She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""  I met her on Grafton street right outside of the bar She shared a cigarette with me while her brother played the guitar She asked me what does it mean the Gaelic ink on your arm? Said it was one of my friend's songs do you want to drink on?  She took Jamie as a chaser, Jack for the fun She got Arthur on the table, with Johnny riding as shot gun Chatted some more, one more drink at the bar Then put Van on the jukebox, got up to dance, you know  She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""  With my pretty little Galway Girl You're my pretty little Galway Girl  You know she beat me at darts and then she beat me at pool And then she kissed me like there was nobody else in the room As last orders were called, was when she stood on the stool After dancing to C̬ilidh, singing to trad tunes I never heard Carrickfergus ever sung so sweet Acapella in the bar using her feet for a beat Oh I could have that voice playing on repeat for a week And in this packed out room, swear she was singing to me, you know  She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""  My pretty little Galway girl My my my my my my my Galway girl My my my my my my my Galway girl My my my my my my my Galway girl  Now we've outstayed our welcome and it's closing time I was holding her hand, her hand was holding mine Our coats both smell of smoke, whisky and wine As we fill up our lungs with the cold air of the night  I walked her home then she took me inside Finish some Doritos and another bottle of wine I swear I'm going to put you in a song that I write About a Galway girl and a perfect night  She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""  My pretty little Galway girl My my my my my my my Galway girl My my my my my my my Galway girl My my my my my my my Galway girl "|galway-girl
   Walking down 29th and park I saw you in another's arms Only a month we've been apart You look happier  Saw you walk inside a bar He said something to make you laugh I saw that both your smiles were twice as wide as ours Yeah you look happier, you do  Ain't nobody hurt you like I hurt you But ain't nobody love you like I do Promise that I will not take it personal baby If you're moving on with someone new  Cause baby you look happier, you do My friends told me one day I'll feel it too And until then I'll smile to hide the truth But I know I was happier with you  Sat in the corner of the room Everything's reminding me of you Nursing an empty bottle and telling myself you're happier Aren't you?  Ain't nobody hurt you like I hurt you But ain't nobody need you like I do I know that there's others that deserve you But my darling I am still in love with you  But I guess you look happier, you do My friends told me one day I'll feel it too I could try to smile to hide the truth But I know I was happier with you  Baby you look happier, you do I knew one day you'd fall for someone new But if he breaks your heart like lovers do Just know that I'll be waiting here for you |happier
   I heard he spent five hundred pounds on jeans Goes to the gym at least six times a week Wears boat shoes with no socks on his feet And I heard he's on a new diet and watches what he eats  He's got his eyebrows plucked and his arsehole bleached Owns every single Ministry CD Tribal tattoos and he don't know what it means But I heard he makes you happy so that's fine by me  But still, I'm just keeping it real, still looking at your Instagram and I'll be creeping a little I'll be trying not to double tap, from way back, cause I know that's where the trouble's at Let me remind you of the days when you used to hold my hand And when we sipped champagne out of cider cans I guess if you were Lois Lane, I wasn't superman, just a young boy trying to be loved So let me give it to you  I don't wanna know about your new man, cause if it was meant to be You wouldn't be calling me up trying to Cause I'm positive that he don't wanna know about me  I don't wanna know about your new man, we'll get there eventually I know you're missing all this kind of love But I'm positive that he don't wanna know about me  Your new man rents a house in the burb, and wears a man bag on his shoulder but I call it a purse Every year he goes to Malaga, with all the fellas, drinks beer but has a six pack, I'm kind of jealous He wears sunglasses indoors in winter at nighttime, and every time a rap song comes on He makes a gun sign, says chune, boydem light up the room But enough about him, girl let's talk about you You were the type of girl that sat beside the water reading Eating a packet of crisps but you will never find you cheating Now you're eating kale, hitting the gym, keeping up with Kylie & Kim In the back of the club kissing a boy that ain't him Ok you need to be alone, and if you wanna talk about it you can call my phone I just thought that I would tell you cause you oughta know You're still a young girl trying to be loved So let me give it to you  I don't wanna know about your new man, cause if it was meant to be You wouldn't be calling me up trying to Cause I'm positive that he don't wanna know about me  I don't wanna know about your new man, we'll get there eventually I know you're missing all this kind of love But I'm positive that he don't wanna know about me  Baby, I'm not trying to ruin your week But you act so differently When you're with him I know you're lonely Please, remember you're still free, to make the choice and leave And don't call me up you need to show me  I don't wanna know about your new man, cause if it was meant to be You wouldn't be calling me up trying to Cause I'm positive that he don't wanna know about me  I don't wanna know about your new man, we'll get there eventually I know you're missing all this kind of love But I'm positive that he don't wanna know about me  Know about me, know, know about me I don't wanna know about your new man, he don't wanna know |new-man
   She is the sweetest thing that I know You should see the way she holds me when the lights go low Shakes my soul like a pot hole, every time Took my heart upon a one way trip Guess she went wandering off with it Unlike most women I know This one will bring it back whole Daisies, daisies perched upon your forehead Oh my baby, lately I know  That every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair, fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah yeah , yeah yeah yeah yeah  She is the river flow in Orwell And tin wind chimes used for doorbells Fields and trees and her smell, fill my lungs Spent my summer time beside her And the rest of the year the same She is the flint that sparks the lighter And the fuel that will hold the flame Oh roses roses laid upon your bed spread Oh my, hold this, oh this, I know  That every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair, fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah yeah  Well I found love in the inside The arms of a woman I know She is the lighthouse in the night that will safely guide me home And I'm not scared of passing over Or the thought of growing old Because from now until I go  Every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair, fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah  Every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair, fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Yeah yeah yeah You know hearts don't break around here Oh yeah yeah yeah yeah |hearts-dont-break-around-here
"   Ain't got a soapbox I can stand upon But God gave me a stage, a guitar and a song My daddy told me, ""Son, don't you get involved In politics, religions, other peoples' quarrels.""  I'll paint the picture, let me set the scene, I know when I have children, they will know what it means And I'll pass on these things my family's given to me Just love and understanding positivity  We could change this whole world with a piano Add a bass, some guitar, grab a beat and away we go I'm just a boy with a one-man show No university, no degree, but Lord knows Everybody's talking 'bout exponential growth And the stock market crashing and their portfolios While I'll be sitting here with a song that I wrote Saying love could change the world in a moment But what do I know?  Love can change the world in a moment But what do I know? Love can change the world in a moment  The revolution's coming, it's a minute away I saw people marching in the streets today You know we are made up of love and hate But both of them are balanced on a razor blade  I'll paint the picture, let me set the scene I know, I'm all for people following their dreams Just re-remember life is more than fitting in your jeans It's love and understanding positivity  We could change this whole world with a piano Add a bass, some guitar, grab a beat and away we go I'm just a boy with a one-man show No university, no degree, but Lord knows Everybody's talking 'bout exponential growth And the stock market crashing and their portfolios While I'll be sitting here with a song that I wrote Saying love could change the world in a moment But what do I know?  Love can change the world in a moment But what do I know? Love can change the world in a moment  I'll paint the picture, let me set the scene, You know the future's in the hands of you and me So let's all get together, we can all be free Spread love and understanding positivity  We could change this whole world with a piano Add a bass, some guitar, grab a beat and away we go I'm just a boy with a one-man show No university, no degree, but Lord knows Everybody's talking about exponential growth And the stock market crashing and their portfolios While I'll be sitting here with a song that I wrote Saying love could change the world in a moment But what do I know?  Love can change the world in a moment But what do I know? Love can change the world in a moment But what do I know? "|what-do-i-know
   You are the one girl And you know that it's true I'm feeling younger Every time that I'm alone with you  We were sitting in a parked car Stealing kisses in the front yard We got questions we should not ask but  How would you feel, if I told you I loved you? It's just something that I want to do I'll be taking my time, spending my life Falling deeper in love with you So tell me that you love me too  In the summer, as the lilacs bloom Love flows deeper than the river Every moment that I spend with you We were sat upon our best friend's roof I had both of my arms round you Watching the sunrise replace the moon  How would you feel, if I told you I loved you? It's just something that I want to do I'll be taking my time, spending my life Falling deeper in love with you So tell me that you love me too  We were sitting in a parked car Stealing kisses in the front yard We got questions we should not ask but  How would you feel, if I told you I loved you? It's just something that I want to do I'll be taking my time, spending my life Falling deeper in love with you So tell me that you love me too Tell me that you love me too Tell me that you love me too |how-would-you-feel-paean
"   I took the supermarket flowers from the windowsill I threw the day-old tea from the cup Packed up the photo album Matthew had made Memories of a life that's been loved  Took the ""Get Well Soon"" cards and stuffed animals Poured the old ginger beer down the sink Dad always told me, ""Don't you cry when you're down."" But, mum, there's a tear every time that I blink  Oh, I'm in pieces. It's tearing me up but I know A heart that's broke is a heart that's been loved  So, I'll sing Hallelujah, You were an angel in the shape of my mum When I fell down you'd be there holding me up Spread your wings as you go And when God takes you back He'll say, ""Hallelujah, you're home.""  I fluffed the pillows, made the beds, stacked the chairs up Folded your nightgowns neatly in a case John said he'd drive, then put his hand on my cheek And wiped a tear from the side of my face  And I hope that I see the world as you did 'cause I know A life with love is a life that's been lived  So, I'll sing Hallelujah, You were an angel in the shape of my mum When I fell down you'd be there holding me up Spread your wings as you go, when God takes you back He'll say, ""Hallelujah, you're home.""  Hallelujah, You were an angel in the shape of my mum You got to see the person I have become Spread your wings and I know That when God took you back, he said, ""Hallelujah, you're home."" "|supermarket-flowers
   Well get up up on the dancefloor tonight I've got two left feet and a bottle of red wine Making me feel like the beat and the bassline Are in my blood, both hands upon her waistline Get on up baby dance to the rhythm of the music Don't care what the DJ chooses Get lost in the rhythm of me Place don't close until we wanna leave it  You and I we're flying on an aeroplane tonight We're going, somewhere where the sun is shining bright Just close your eyes, and let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona  Well get up up on the dancefloor, move, it's a Saturday night I fell in love with the sparkle in the moonlight Reflected in your beautiful eyes, I guess that is destiny doing it right And dance like they do in the Mediterranean Spin you around me again and again and You're like something that God has sent me I want you baby, solamente  You and I we're flying on an aeroplane tonight We're going, somewhere where the sun is shining bright Just close your eyes, and let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona Barcelona Barcelona Oh Barcelona  So let's pretend we're dancing in the street In Barcelona Las Ramblas, I'll meet you, we'll dance around La Sagrada Familia Drinking Sangria, mi ni̱a, te amo mi cari̱o Mamacita, rica, si t̼, te adoro se̱orita Los otros, viva la vida Come on let's be free in Barcelona Las Ramblas, I'll meet ya, come on and dance with me, in Barcelona Drinking Sangria, I just want to be in Barcelona Mamacita, rica, feel that summer breeze in Barcelona Los otros, viva la vida, siempre vida Barcelona |barcelona
   Bibia be ye ye I lost my shoes last night I don't know where I put my keys I was tired and fell asleep beneath an oak tree I bet my mother's proud of me from each scar upon my knuckle And each graze upon my knee, and all I know is I got a cab and then threw up on his car seat He kicked me out and then I walked in the rain I tell myself in every way I won't be doing this again And tomorrow's a brand new day  Someone told me, always say what's on your mind And I am only, being honest with you, I I get lonely And make mistakes from time to time Se enioma enko ye (if thing's aren't working out) Bibia Be Ye Ye (everything will be alright) Bibia Be Ye Ye Ye Ye Ye Ye Ye Bibia Be Ye Ye  I remember less and less, and mostly things that I regret In my phone are several texts, from girls I've never met And in the pocket of my jeans, are only coins and broken dreams My heart is breaking at the seams And I'm coming apart now Now things are looking up, I'll find my shoes right next to the oak tree And I'll get a bus straight into town And spend the afternoon looking around for the things that I left on the ground And say you're with me tomorrow's a brand new day  Someone told me, always say what's on your mind And I am only, being honest with you, I I get lonely And make mistakes from time to time Se enioma enko ye (if thing's aren't going well) Bibia Be Ye Ye Wo nooma (Be Ye Ye) (Your problems will be solved) Wo nooma maaaa ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Someone told me, always say what's on your mind And I am only, being honest with you, I I get lonely And make mistakes from time to time Se enioma enko ye (if thing's aren't going well) Bibia Be Ye Ye Bibia Be Ye Ye Ye Ye Ye Ye Ye Bibia Be Ye Ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Bibia Be Ye Ye Ye Ye Ye Ye Ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye Wo nooma (Be Ye Ye) Wo nooma maaaa ye |bibia-be-ye-ye
"   I was twenty four years old When I met the woman I would call my own Twenty two grand kids now growing old In the house that your brother bought ya  On the summer day when I proposed I made that wedding ring from dentist gold And I asked her father but her daddy said, ""No You can't marry my daughter""  She and I went on the run Don't care about religion I'm gonna marry the woman I love Down by the Wexford border She was Nancy Mulligan And I was William Sheeran She took my name and then we were one Down by the Wexford border  Well, I met her at Guy's in the second world war And she was working on a soldier's ward Never had I seen such beauty before The moment that I saw her Nancy was my yellow rose And we got married wearing borrowed clothes We got eight children now growing old Five sons and three daughters  She and I went on the run Don't care about religion I'm gonna marry the woman I love Down by the Wexford border She was Nancy Mulligan And I was William Sheeran She took my name and then we were one Down by the Wexford border  From her snow white streak in her jet black hair Over sixty years I've been loving her Now we're sat by the fire, in our old armchairs You know Nancy I adore ya  From a farm boy born near Belfast town I never worried about the king and crown Cause I found my heart upon the southern ground There's no difference, I assure ya  She and I went on the run Don't care about religion I'm gonna marry the woman I love Down by the Wexford border She was Nancy Mulligan And I was William Sheeran She took my name and then we were one Down by the Wexford border "|nancy-mulligan
